Date,Open,High,Low,Close,Adj Close,Volume,returns
2018-02-01,1119.3699951171875,1161.3499755859375,984.8189697265625,1036.7900390625,1036.7900390625,5261680128,
2018-02-02,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,915.7849731445312,6713290240,-0.11671125431276863
2018-02-03,919.2109985351562,991.9429931640625,847.6900024414062,964.0189819335938,964.0189819335938,3243480064,0.052669578780531134
2018-02-04,964.6669921875,969.031982421875,805.0640258789062,834.6820068359375,834.6820068359375,2997090048,-0.13416434481221196
2018-02-05,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,697.9509887695312,4269530112,-0.16381210682223524
2018-02-06,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,793.1220092773438,6518269952,0.13635774150215973
2018-02-07,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,757.0679931640625,3896179968,-0.04545834775929625
2018-02-08,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,817.8070068359375,3708189952,0.08022927163784144
2018-02-09,818.47998046875,884.0040283203125,788.833984375,883.864990234375,883.864990234375,2495820032,0.08077453830337444
2018-02-10,882.4669799804688,917.4000244140625,825.5770263671875,860.4149780273438,860.4149780273438,2930530048,-0.02653121513593726
2018-02-11,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,814.6599731445312,2486650112,-0.0531778340118092
2018-02-12,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,868.7069702148438,2243450112,0.06634301285442423
2018-02-13,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,845.2579956054688,2081170048,-0.026992962429639222
2018-02-14,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,923.5609741210938,2818370048,0.0926379625188114
2018-02-15,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,936.9760131835938,2900100096,0.01452534206013456
2018-02-16,934.7860107421875,950.0050048828125,917.8480224609375,944.2100219726562,944.2100219726562,2369449984,0.007720591228886686
2018-02-17,944.7479858398438,976.594970703125,940.7540283203125,974.114990234375,974.114990234375,2525720064,0.03167194539964835
2018-02-18,973.3489990234375,982.9329833984375,915.4450073242188,923.9210205078125,923.9210205078125,2567290112,-0.05152776646470214
2018-02-19,921.6680297851562,957.7769775390625,921.5540161132812,943.864990234375,943.864990234375,2169019904,0.02158622791762088
