Date,Open,High,Low,Close,Adj Close,Volume,returns
2020-08-20,2.7878570556640625,3.0777840614318848,2.6928958892822266,2.9000799655914307,2.9000799655914307,48819867,
2020-08-21,2.896923065185547,3.090092897415161,2.7309188842773438,2.875027894973755,2.875027894973755,49313137,-0.008638406842194302
2020-08-22,2.878570079803467,4.510612964630127,2.8167619705200195,4.484690189361572,4.484690189361572,485801096,0.5598771049150155
2020-08-23,4.487058162689209,4.487058162689209,3.716270923614502,3.9670660495758057,3.9670660495758057,320749483,-0.11542026715996057
2020-08-24,3.987412929534912,4.783157825469971,3.8126699924468994,4.602613925933838,4.602613925933838,407690171,0.16020602339756618
2020-08-25,4.5849528312683105,5.760775089263916,4.501223087310791,5.523393154144287,5.523393154144287,898847538,0.20005571682261603
2020-08-26,5.541406154632568,6.554687976837158,5.136205196380615,6.081716060638428,6.081716060638428,1054351759,0.10108331797370296
2020-08-27,6.075771808624268,6.789179801940918,5.3139262199401855,5.6283369064331055,5.6283369064331055,1289248953,-0.07454789892932434
2020-08-28,5.639485836029053,6.333745956420898,5.540963172912598,6.159955024719238,6.159955024719238,727162235,0.09445385504170889
2020-08-29,6.175924777984619,6.562905788421631,6.042308807373047,6.159142971038818,6.159142971038818,527290028,-0.000131827858671274
2020-08-30,6.153439998626709,6.219505786895752,5.749978065490723,5.8698811531066895,5.8698811531066895,485335136,-0.046964621424162356
2020-08-31,5.905918121337891,6.459376811981201,5.772965908050537,6.300020217895508,6.300020217895508,512604781,0.07327900745676308
2020-09-01,6.298810005187988,6.838898181915283,6.172324180603027,6.288766860961914,6.288766860961914,601527409,-0.0017862413999288895
2020-09-02,6.282686233520508,6.432651996612549,5.657442092895508,6.139464855194092,6.139464855194092,584155028,-0.023741062289115544
2020-09-03,6.131178855895996,6.318078994750977,5.682590007781982,5.747868061065674,5.747868061065674,763663457,-0.0637835386902037
2020-09-04,5.72661018371582,5.9813947677612305,4.626719951629639,5.146038055419922,5.146038055419922,845787793,-0.1047049095859327
2020-09-05,5.136033058166504,5.311783790588379,3.653467893600464,4.122313022613525,4.122313022613525,805800385,-0.19893460207279
2020-09-06,4.1370320320129395,4.9016499519348145,3.759744882583618,4.799468040466309,4.799468040466309,924160482,0.16426579304826072
2020-09-07,4.796048164367676,4.820003032684326,4.032632827758789,4.594668865203857,4.594668865203857,675375183,-0.042671223880585196
2020-09-08,4.588957786560059,4.6164398193359375,4.119595050811768,4.2743239402771,4.2743239402771,519440288,-0.06972100369469059
2020-09-09,4.282867908477783,4.796722888946533,4.158873081207275,4.708939075469971,4.708939075469971,534097094,0.10168043912102176
2020-09-10,4.709848880767822,4.87014102935791,4.47129487991333,4.5815839767456055,4.5815839767456055,633577674,-0.027045391049501877
2020-09-11,4.579847812652588,4.748109817504883,4.317130088806152,4.645566940307617,4.645566940307617,633472140,0.013965249548358205
2020-09-12,4.650601863861084,5.280156135559082,4.516018867492676,5.1370368003845215,5.1370368003845215,753745737,0.1057933006653351
2020-09-13,5.145040988922119,5.4788007736206055,4.806826114654541,5.2979512214660645,5.2979512214660645,1099475714,0.03132436603714783
2020-09-14,5.296420097351074,5.602781772613525,5.126424789428711,5.3487091064453125,5.3487091064453125,1008259712,0.009580662950158692
2020-09-15,5.366625785827637,5.4519171714782715,5.095705986022949,5.095705986022949,5.095705986022949,897864384,-0.04730171624354906
2020-09-16,5.068963050842285,5.281322956085205,4.986210823059082,5.080321788787842,5.080321788787842,792360521,-0.003019051192769906
2020-09-17,5.080321788787842,5.417671203613281,5.061747074127197,5.336300849914551,5.336300849914551,776350363,0.050386387274059974
2020-09-18,5.341709136962891,5.459138870239258,5.108552932739258,5.245763778686523,5.245763778686523,683398180,-0.016966260669032063
