Date,Open,High,Low,Close,Adj Close,Volume,returns
2018-02-01,163.6820068359375,165.81399536132812,131.54800415039062,142.2969970703125,142.2969970703125,539880000,
2018-02-02,142.56199645996094,142.56199645996094,105.34600067138672,131.37899780273438,131.37899780273438,815539968,-0.07672684239557959
2018-02-03,131.4010009765625,165.55499267578125,121.16600036621094,160.25,160.25,687676032,0.219753557875479
2018-02-04,160.38099670410156,173.79600524902344,139.69400024414062,148.02499389648438,148.02499389648438,1006080000,-0.07628708956952024
2018-02-05,148.7270050048828,153.5240020751953,118.14700317382812,125.33000183105469,125.33000183105469,844678016,-0.15331864888506974
2018-02-06,127.52100372314453,146.11399841308594,106.94400024414062,142.99099731445312,142.99099731445312,1148409984,0.14091594371159055
2018-02-07,142.48199462890625,157.8979949951172,131.5240020751953,138.2030029296875,138.2030029296875,817808000,-0.03348458626549955
2018-02-08,138.33599853515625,151.08099365234375,138.33599853515625,149.46600341796875,149.46600341796875,869206976,0.0814960619488958
2018-02-09,149.72999572753906,163.97999572753906,142.58599853515625,163.9499969482422,163.9499969482422,722204992,0.09690493623336005
2018-02-10,163.48800659179688,169.32899475097656,149.1439971923828,155.59300231933594,155.59300231933594,576328000,-0.05097282576677631
2018-02-11,155.39199829101562,155.7310028076172,142.61099243164062,148.99000549316406,148.99000549316406,495720000,-0.04243762076536073
2018-02-12,150.10400390625,163.34800720214844,150.10400390625,161.5659942626953,161.5659942626953,535710016,0.08440827106425108
2018-02-13,161.77499389648438,162.37399291992188,153.51100158691406,159.5540008544922,159.5540008544922,483468000,-0.012453074778420059
2018-02-14,159.57899475097656,218.2310028076172,159.57899475097656,213.35899353027344,213.35899353027344,2383340032,0.33722120653589616
2018-02-15,212.3470001220703,237.8769989013672,211.1739959716797,225.42599487304688,225.42599487304688,2087289984,0.05655726596339261
2018-02-16,225.5,236.08799743652344,212.32899475097656,230.12399291992188,230.12399291992188,1300089984,0.02084053371715533
2018-02-17,229.5019989013672,233.4510040283203,225.60299682617188,229.46499633789062,229.46499633789062,863401024,-0.0028636587331446473
2018-02-18,230.50900268554688,232.6439971923828,214.45799255371094,215.73599243164062,215.73599243164062,1011120000,-0.05983049321402312
2018-02-19,215.4149932861328,226.9669952392578,215.3769989013672,223.0570068359375,223.0570068359375,767596992,0.03393506258171852
2018-02-20,223.08700561523438,253.8979949951172,222.5070037841797,232.8509979248047,232.8509979248047,1739670016,0.04390801807930145
2018-02-21,230.947998046875,235.41000366210938,208.9250030517578,213.3520050048828,213.3520050048828,1195820032,-0.08374021624858463
2018-02-22,212.84100341796875,222.76800537109375,191.80999755859375,195.30799865722656,195.30799865722656,974379008,-0.08457387755621648
2018-02-23,194.1929931640625,216.1320037841797,184.07000732421875,209.3090057373047,209.3090057373047,1065680000,0.07168680840691244
2018-02-24,210.63699340820312,220.3070068359375,197.88400268554688,209.4219970703125,209.4219970703125,937312000,0.0005398302505417174
2018-02-25,208.1320037841797,225.5489959716797,202.36500549316406,220.47500610351562,220.47500610351562,1028590016,0.05277864401938692
2018-02-26,222.13800048828125,234.41700744628906,218.73599243164062,220.96200561523438,220.96200561523438,1297080064,0.0022088649426779128
2018-02-27,221.7100067138672,224.20899963378906,215.84100341796875,216.5989990234375,216.5989990234375,856454016,-0.01974550592826474
2018-02-28,217.2790069580078,223.50999450683594,202.70599365234375,202.89500427246094,202.89500427246094,761321984,-0.06326896621296807
2018-03-01,203.11900329589844,214.697998046875,201.54200744628906,209.75,209.75,678542016,0.03378592662800961
2018-03-02,209.55499267578125,213.12899780273438,204.8800048828125,212.55599975585938,212.55599975585938,627142016,0.013377829586933787
2018-03-03,213.83799743652344,217.76300048828125,209.53700256347656,210.64300537109375,210.64300537109375,681865984,-0.008999954774096652
2018-03-04,210.23599243164062,214.1199951171875,205.36399841308594,213.7989959716797,213.7989959716797,574675008,0.014982650836309341
2018-03-05,213.74000549316406,215.97799682617188,209.24899291992188,211.1750030517578,211.1750030517578,594828992,-0.012273176999715418
2018-03-06,210.51300048828125,210.51300048828125,193.15699768066406,196.6009979248047,196.6009979248047,661078016,-0.06901387435226469
2018-03-07,196.8260040283203,199.27499389648438,175.64700317382812,185.83900451660156,185.83900451660156,755924992,-0.05474027864456388
